file_id,gap_index,island_index,gap_start,gap_end,gap_duration,vad_occupancy,n_voiced_islands,island_duration,candidate_start,candidate_end,prob_filler,pred_filler,skip_reason
ALL_014_M_TUR_ENG_ST2,0,0,65.97,67.08,1.11,1.0,1,1.11,65.97,67.08,,1,manual_review
ALL_014_M_TUR_ENG_ST2,1,0,125.63,126.39,0.76,1.0,1,0.76,125.63,126.39,,1,manual_review
